Category,PR,Title,MergedAt,Labels,URL
"Infrastructure",19,"infra: Ansible 13-Node 지원","2025-11-06T12:59:26Z","development;infrastructure","https://github.com/eco2-team/backend/pull/19"
"Infrastructure",18,"infra: Terraform 13-Node 아키텍처","2025-11-06T12:56:29Z","development;infrastructure","https://github.com/eco2-team/backend/pull/18"
"Documentation",17,"docs: 분석 및 계획 문서 재구성 (v0.4.4)","2025-11-06T11:34:33Z","","https://github.com/eco2-team/backend/pull/17"
"Initial Setup",16,"feat: Infrastructure validation and critical fixes for 13-node rebuild","2025-11-06T07:37:46Z","development;infrastructure","https://github.com/eco2-team/backend/pull/16"
"Infrastructure",15,"feat: Add CloudFront CDN for S3 image optimization","2025-11-06T07:36:53Z","development;infrastructure","https://github.com/eco2-team/backend/pull/15"
"Documentation",14,"📚 [Docs] 아키텍처 분석 및 의사결정 문서","2025-11-06T07:37:25Z","documentation","https://github.com/eco2-team/backend/pull/14"
"Initial Setup",13,"🔧 [Services] 마이크로서비스 스켈레톤 구조","2025-11-06T06:14:31Z","development","https://github.com/eco2-team/backend/pull/13"
"Infrastructure",12,"🚀 [CI/CD] Helm Charts, ArgoCD, GitHub Actions 배포 자동화","2025-11-06T05:53:12Z","infrastructure","https://github.com/eco2-team/backend/pull/12"
"Infrastructure",11,"🏗️ [Infra] 13노드 마이크로서비스 인프라 구축","2025-11-06T05:52:15Z","infrastructure","https://github.com/eco2-team/backend/pull/11"
"Documentation",10,"docs: ASCII 아트를 Mermaid 다이어그램으로 변환 (v0.4.3)","2025-11-06T04:42:56Z","documentation","https://github.com/eco2-team/backend/pull/10"
"Documentation",9,"docs: 구식 문서 정리 및 troubleshooting 통합 (v0.4.2)","2025-11-06T04:04:51Z","documentation;enhancement","https://github.com/eco2-team/backend/pull/9"
"Infrastructure",8,"docs: GitOps 파이프라인 문서화 및 버전 관리 전략 수립 (v0.4.1)","2025-11-06T02:55:10Z","documentation;enhancement","https://github.com/eco2-team/backend/pull/8"
"Infrastructure",7,"📚 7-Node 클러스터 문서 업데이트 및 배포 전략 수립","2025-11-06T02:09:30Z","documentation","https://github.com/eco2-team/backend/pull/7"
"Observability",6,"fix(infra): Prometheus CPU 부족 및 ArgoCD 502 에러 해결, 인프라 안정성 개선","2025-11-05T08:45:08Z","development;fix","https://github.com/eco2-team/backend/pull/6"
"Initial Setup",5,"Develop","2025-11-03T11:26:49Z","","https://github.com/eco2-team/backend/pull/5"
"Documentation",4,"Merge the documentations","2025-11-03T10:55:05Z","documentation","https://github.com/eco2-team/backend/pull/4"
"Documentation",3,"Docs/1 architecture","2025-11-03T10:34:24Z","documentation","https://github.com/eco2-team/backend/pull/3"
"Initial Setup",2,"Develop","2025-11-03T10:21:10Z","enhancement","https://github.com/eco2-team/backend/pull/2"
"Infrastructure",1,"Feat/2 iac terraform ansible","2025-11-03T10:18:19Z","enhancement","https://github.com/eco2-team/backend/pull/1"
